"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST00002493","INVO00002690","42.78","25-Dec-2012"
"CUST00002493","INVO00002691","98.01","6-Oct-2015"
"CUST00002496","INVO00002692","7.99","23-Jan-2013"
"CUST00002480","INVO00002693","214.49","21-Jan-2012"
"CUST00002483","INVO00002694","578.06","2-Jul-2013"
"CUST00002488","INVO00002695","7.52","24-Jul-2011"
"CUST00002493","INVO00002696","147.77","26-Jan-2017"
"CUST00002476","INVO00002697","92.6","14-Sep-2010"
"CUST00002476","INVO00002698","30.24","21-Jul-2015"
"CUST00002476","INVO00002699","38.98","14-Jun-2012"
"CUST00002482","INVO00002700","972.82","16-Apr-2016"
"CUST00002482","INVO00002701","57.14","10-Oct-2019"
"CUST00002492","INVO00002702","821.93","9-Aug-2012"
"CUST00002492","INVO00002703","7.49","8-Jan-2012"
"CUST00002492","INVO00002704","150.94","8-Sep-2016"
"CUST00002493","INVO00002705","9.68","6-Jun-2018"
"CUST00002493","INVO00002706","606.58","28-Jul-2019"
"CUST00002495","INVO00002707","75.74","1-Dec-2017"
"CUST00002495","INVO00002708","19.1","1-Jan-2014"
"CUST00002495","INVO00002709","2.44","11-Oct-2019"
"CUST00002496","INVO00002710","31.69","28-Sep-2017"
"CUST00002478","INVO00002711","78.59","28-Sep-2017"
"CUST00002478","INVO00002712","61.89","23-Apr-2015"
"CUST00002478","INVO00002713","6.0","23-Jan-2014"
"CUST00002486","INVO00002714","76.05","1-Feb-2012"
"CUST00002486","INVO00002715","8.96","13-Mar-2019"
"CUST00002489","INVO00002716","655.0","8-Dec-2018"
"CUST00002492","INVO00002717","6.72","9-Jun-2011"
"CUST00002492","INVO00002718","813.15","28-Dec-2015"
"CUST00002492","INVO00002719","728.01","24-Sep-2010"
"CUST00002496","INVO00002720","100.48","2-Apr-2010"
"CUST00002496","INVO00002721","140.4","8-Jul-2015"
"CUST00002496","INVO00002722","23.49","23-Feb-2011"
"CUST00002499","INVO00002723","623.42","24-Feb-2019"
"CUST00002478","INVO00002724","502.1","5-Sep-2011"
"CUST00002478","INVO00002725","41.4","7-Oct-2019"
"CUST00002487","INVO00002726","11.83","11-Aug-2015"
"CUST00002493","INVO00002727","23.23","21-Nov-2019"
"CUST00002493","INVO00002728","30.06","25-Sep-2011"
"CUST00002493","INVO00002729","1.44","3-Nov-2017"
"CUST00002497","INVO00002730","878.0","2-Oct-2013"
"CUST00002497","INVO00002731","255.4","17-Feb-2019"
"CUST00002498","INVO00002732","911.83","28-Mar-2013"
"CUST00002498","INVO00002733","3.41","27-Apr-2018"
"CUST00002498","INVO00002734","67.05","25-Nov-2014"
"CUST00002477","INVO00002735","3.36","15-Apr-2011"
"CUST00002477","INVO00002736","23.28","19-Jun-2015"
"CUST00002477","INVO00002737","613.46","7-Dec-2017"
"CUST00002482","INVO00002738","5.48","5-Oct-2015"
"CUST00002482","INVO00002739","730.1","15-Mar-2019"
"CUST00002486","INVO00002740","1.63","16-Jul-2015"
"CUST00002486","INVO00002741","134.39","24-Mar-2011"
"CUST00002487","INVO00002742","760.94","14-Dec-2014"
"CUST00002492","INVO00002743","43.65","22-Oct-2017"
"CUST00002492","INVO00002744","27.35","18-Jun-2016"
"CUST00002498","INVO00002745","28.22","6-Aug-2015"
"CUST00002498","INVO00002746","462.83","12-Feb-2016"
"CUST00002477","INVO00002747","3.76","9-Oct-2013"
"CUST00002484","INVO00002748","243.04","10-Jan-2011"
"CUST00002484","INVO00002749","12.95","15-Dec-2016"
"CUST00002484","INVO00002750","5.38","6-Feb-2014"
"CUST00002487","INVO00002751","86.75","18-Jan-2016"
"CUST00002487","INVO00002752","939.59","5-Sep-2010"
"CUST00002494","INVO00002753","35.93","13-Jun-2015"
"CUST00002494","INVO00002754","861.92","2-Jan-2010"
"CUST00002497","INVO00002755","920.64","11-Feb-2010"
"CUST00002478","INVO00002756","420.36","1-Dec-2014"
"CUST00002478","INVO00002757","835.78","13-Oct-2010"
"CUST00002487","INVO00002758","1.29","28-Oct-2017"
"CUST00002496","INVO00002759","99.87","15-Feb-2015"
"CUST00002496","INVO00002760","961.96","8-Dec-2010"
"CUST00002479","INVO00002761","80.3","28-Aug-2018"
"CUST00002487","INVO00002762","3.05","7-Sep-2011"
"CUST00002487","INVO00002763","1.38","9-Aug-2012"
"CUST00002491","INVO00002764","67.54","6-Jul-2014"
"CUST00002491","INVO00002765","6.51","21-Dec-2016"
"CUST00002494","INVO00002766","359.95","15-Mar-2016"
"CUST00002494","INVO00002767","16.96","19-Mar-2011"
"CUST00002494","INVO00002768","76.8","5-Sep-2018"
"CUST00002498","INVO00002769","587.51","13-Jun-2016"
"CUST00002498","INVO00002770","8.95","13-Dec-2013"
"CUST00002498","INVO00002771","9.89","25-Dec-2019"
"CUST00002481","INVO00002772","2.64","29-Apr-2013"
"CUST00002481","INVO00002773","8.38","21-Jun-2013"
"CUST00002489","INVO00002774","2.68","15-Jan-2015"
"CUST00002489","INVO00002775","44.01","2-Dec-2014"
"CUST00002491","INVO00002776","353.28","3-Mar-2010"
"CUST00002476","INVO00002777","45.89","6-Dec-2017"
"CUST00002476","INVO00002778","96.74","5-Jun-2012"
"CUST00002476","INVO00002779","5.27","13-Oct-2015"
"CUST00002482","INVO00002780","7.35","29-Aug-2012"
"CUST00002484","INVO00002781","65.6","14-Jan-2017"
"CUST00002484","INVO00002782","42.84","13-Dec-2017"
"CUST00002484","INVO00002783","8.25","8-Feb-2012"
"CUST00002491","INVO00002784","6.08","6-Sep-2010"
"CUST00002494","INVO00002785","24.27","11-Jul-2016"
"CUST00002499","INVO00002786","7.61","26-Jul-2015"
"CUST00002499","INVO00002787","15.05","12-Dec-2012"
"CUST00002499","INVO00002788","302.84","14-Nov-2010"
"CUST00002500","INVO00002789","1.47","18-Oct-2017"
"CUST00002500","INVO00002790","1.71","18-Jan-2018"
"CUST00002500","INVO00002791","980.34","22-May-2016"
"CUST00002476","INVO00002792","69.98","28-Dec-2010"
"CUST00002476","INVO00002793","10.61","6-Jul-2017"
"CUST00002476","INVO00002794","794.38","8-Oct-2011"
"CUST00002483","INVO00002795","5.98","25-Apr-2010"
"CUST00002483","INVO00002796","58.0","16-Oct-2017"
"CUST00002483","INVO00002797","35.73","8-Feb-2011"
"CUST00002484","INVO00002798","5.3","1-Aug-2019"
"CUST00002484","INVO00002799","320.69","14-Oct-2012"
"CUST00002484","INVO00002800","67.17","11-Jan-2011"
"CUST00002485","INVO00002801","7.4","9-Dec-2012"
"CUST00002486","INVO00002802","52.07","2-Apr-2012"
"CUST00002486","INVO00002803","7.42","25-Aug-2014"
"CUST00002486","INVO00002804","68.98","10-Feb-2013"
"CUST00002489","INVO00002805","3.39","28-Jan-2011"
"CUST00002489","INVO00002806","4.95","10-Mar-2011"
"CUST00002492","INVO00002807","626.53","12-Jul-2015"
"CUST00002492","INVO00002808","653.25","24-Mar-2017"
"CUST00002495","INVO00002809","80.75","22-Apr-2010"
"CUST00002495","INVO00002810","5.39","21-Aug-2014"
"CUST00002476","INVO00002811","21.79","13-Aug-2013"
"CUST00002485","INVO00002812","22.27","25-Dec-2013"
"CUST00002487","INVO00002813","162.74","25-Jun-2014"
"CUST00002487","INVO00002814","93.94","11-Feb-2013"
"CUST00002487","INVO00002815","27.6","19-Mar-2016"
"CUST00002493","INVO00002816","62.83","9-May-2015"
"CUST00002499","INVO00002817","552.82","14-Mar-2015"
"CUST00002499","INVO00002818","745.1","16-Jul-2014"
"CUST00002482","INVO00002819","9.37","7-Jun-2014"
"CUST00002482","INVO00002820","787.4","18-Nov-2014"
"CUST00002482","INVO00002821","69.07","1-Jun-2012"
"CUST00002492","INVO00002822","2.4","19-Jul-2014"
"CUST00002493","INVO00002823","492.24","9-Aug-2012"
"CUST00002476","INVO00002824","57.26","0-May-2014"
"CUST00002476","INVO00002825","87.75","19-Mar-2019"
"CUST00002482","INVO00002826","286.82","9-Dec-2012"
"CUST00002490","INVO00002827","8.13","17-Mar-2019"
"CUST00002499","INVO00002828","243.35","1-Sep-2012"
"CUST00002499","INVO00002829","5.61","2-Jun-2014"
"CUST00002483","INVO00002830","7.87","8-Nov-2012"
"CUST00002485","INVO00002831","10.83","7-Mar-2017"
"CUST00002494","INVO00002832","94.16","23-Feb-2013"
"CUST00002494","INVO00002833","98.34","29-Aug-2016"
"CUST00002494","INVO00002834","73.57","22-Mar-2012"
"CUST00002500","INVO00002835","6.87","10-Oct-2010"
"CUST00002500","INVO00002836","858.38","27-Jun-2017"
"CUST00002482","INVO00002837","8.27","17-Mar-2018"
"CUST00002482","INVO00002838","378.0","17-Sep-2014"
"CUST00002492","INVO00002839","6.95","13-Jan-2014"
"CUST00002492","INVO00002840","34.3","14-Nov-2016"
"CUST00002492","INVO00002841","3.26","11-Jan-2012"
"CUST00002477","INVO00002842","7.96","6-May-2011"
"CUST00002487","INVO00002843","890.22","19-May-2018"
"CUST00002487","INVO00002844","940.74","10-Mar-2016"
"CUST00002487","INVO00002845","25.32","21-Jun-2017"
"CUST00002494","INVO00002846","254.15","22-Aug-2013"
"CUST00002494","INVO00002847","63.09","10-Jan-2014"
"CUST00002494","INVO00002848","1.78","21-May-2012"
"CUST00002500","INVO00002849","6.4","4-Jul-2014"
"CUST00002482","INVO00002850","4.94","2-May-2014"
"CUST00002490","INVO00002851","4.12","26-May-2019"
"CUST00002495","INVO00002852","947.38","4-Dec-2018"
"CUST00002495","INVO00002853","1.48","6-Sep-2012"
"CUST00002480","INVO00002854","6.5","21-Jun-2017"
"CUST00002480","INVO00002855","18.65","5-Apr-2013"
"CUST00002490","INVO00002856","68.05","8-Nov-2011"
"CUST00002490","INVO00002857","438.12","18-Nov-2012"
"CUST00002490","INVO00002858","3.49","20-May-2011"
"CUST00002499","INVO00002859","72.98","12-Dec-2012"
"CUST00002499","INVO00002860","71.69","0-Apr-2019"
"CUST00002499","INVO00002861","815.1","23-Aug-2019"
"CUST00002480","INVO00002862","49.02","3-Aug-2010"
"CUST00002485","INVO00002863","3.48","26-Jul-2016"
"CUST00002485","INVO00002864","45.73","15-Aug-2018"
"CUST00002492","INVO00002865","73.49","12-Jul-2015"
"CUST00002495","INVO00002866","257.89","5-Oct-2018"
"CUST00002495","INVO00002867","9.78","23-Aug-2017"
"CUST00002480","INVO00002868","909.73","2-Oct-2015"
"CUST00002480","INVO00002869","1.09","14-Jan-2011"
"CUST00002481","INVO00002870","27.53","4-Apr-2010"
"CUST00002481","INVO00002871","4.04","15-Apr-2019"
"CUST00002481","INVO00002872","95.57","19-Feb-2015"
"CUST00002484","INVO00002873","8.34","4-May-2017"
"CUST00002491","INVO00002874","8.68","27-Aug-2015"
"CUST00002497","INVO00002875","74.36","25-May-2013"
"CUST00002497","INVO00002876","35.01","9-Jul-2015"
"CUST00002481","INVO00002877","69.56","13-Apr-2012"
"CUST00002491","INVO00002878","756.75","9-Dec-2015"
"CUST00002491","INVO00002879","98.66","2-Jan-2014"
"CUST00002491","INVO00002880","35.26","0-Apr-2014"
"CUST00002499","INVO00002881","9.84","6-May-2012"
"CUST00002500","INVO00002882","10.16","2-Dec-2016"
"CUST00002478","INVO00002883","30.32","4-Mar-2019"
"CUST00002478","INVO00002884","159.37","25-Feb-2011"
"CUST00002478","INVO00002885","28.59","13-Feb-2013"
"CUST00002479","INVO00002886","1.22","24-Oct-2019"
"CUST00002479","INVO00002887","892.66","14-May-2012"
"CUST00002482","INVO00002888","35.96","23-May-2014"
"CUST00002482","INVO00002889","303.38","8-Oct-2011"
"CUST00002482","INVO00002890","54.31","28-Mar-2019"
"CUST00002490","INVO00002891","70.39","23-Apr-2018"
"CUST00002490","INVO00002892","187.26","1-Jul-2019"
"CUST00002492","INVO00002893","64.47","18-Dec-2019"
"CUST00002492","INVO00002894","1.26","14-Feb-2014"
"CUST00002492","INVO00002895","337.48","23-Jun-2010"
"CUST00002497","INVO00002896","1.76","9-Dec-2018"
"CUST00002497","INVO00002897","26.94","25-Apr-2016"
"CUST00002497","INVO00002898","400.85","27-Mar-2012"
"CUST00002476","INVO00002899","588.11","21-Aug-2014"
"CUST00002476","INVO00002900","2.57","4-Jul-2019"
"CUST00002483","INVO00002901","6.6","29-Apr-2018"
"CUST00002483","INVO00002902","1.13","23-Dec-2013"
"CUST00002483","INVO00002903","523.36","3-Aug-2011"
"CUST00002485","INVO00002904","92.22","29-Jul-2018"
"CUST00002485","INVO00002905","78.98","9-Jan-2019"
"CUST00002485","INVO00002906","55.98","8-Jul-2014"
"CUST00002487","INVO00002907","7.67","5-Apr-2010"
"CUST00002487","INVO00002908","82.91","23-Aug-2010"
"CUST00002487","INVO00002909","926.26","28-Jan-2013"
"CUST00002495","INVO00002910","1.76","5-May-2017"
"CUST00002495","INVO00002911","43.4","10-Jan-2018"
"CUST00002478","INVO00002912","300.84","23-Nov-2016"
"CUST00002486","INVO00002913","62.15","9-Jul-2014"
"CUST00002486","INVO00002914","9.57","19-Jun-2018"
"CUST00002486","INVO00002915","1.34","26-Nov-2016"
"CUST00002487","INVO00002916","61.28","13-Sep-2016"
"CUST00002492","INVO00002917","3.8","6-Apr-2016"
"CUST00002492","INVO00002918","2.08","3-Aug-2014"
"CUST00002492","INVO00002919","4.6","2-Nov-2012"
"CUST00002477","INVO00002920","3.35","9-Jan-2019"
"CUST00002481","INVO00002921","51.9","28-Dec-2013"
"CUST00002481","INVO00002922","5.15","23-Jun-2010"
"CUST00002481","INVO00002923","50.84","0-Oct-2012"
"CUST00002484","INVO00002924","2.39","28-Jun-2015"
"CUST00002490","INVO00002925","427.73","23-Dec-2016"
"CUST00002490","INVO00002926","6.19","3-Dec-2014"
"CUST00002490","INVO00002927","2.85","21-Jan-2011"
"CUST00002492","INVO00002928","20.74","11-Apr-2017"
"CUST00002495","INVO00002929","369.77","3-Oct-2012"
"CUST00002495","INVO00002930","3.97","3-Feb-2019"
"CUST00002495","INVO00002931","3.79","21-Oct-2013"
"CUST00002498","INVO00002932","24.82","18-Nov-2016"
"CUST00002481","INVO00002933","63.47","23-Jan-2017"
"CUST00002481","INVO00002934","4.94","11-Jul-2016"
"CUST00002481","INVO00002935","89.02","9-Oct-2018"
"CUST00002483","INVO00002936","5.96","6-Apr-2016"
"CUST00002483","INVO00002937","35.3","9-Oct-2016"
"CUST00002488","INVO00002938","8.5","26-Sep-2018"
"CUST00002488","INVO00002939","363.26","22-Jul-2013"
"CUST00002491","INVO00002940","8.72","17-Apr-2016"
"CUST00002491","INVO00002941","72.86","12-May-2013"
"CUST00002476","INVO00002942","573.22","8-Nov-2013"
"CUST00002480","INVO00002943","171.09","0-Sep-2016"
"CUST00002480","INVO00002944","940.11","21-Jun-2018"
"CUST00002490","INVO00002945","29.56","4-Nov-2010"
"CUST00002490","INVO00002946","14.27","10-Jun-2014"
"CUST00002490","INVO00002947","886.13","10-Apr-2011"
"CUST00002491","INVO00002948","70.17","2-Nov-2015"
"CUST00002491","INVO00002949","143.09","25-Oct-2012"
"CUST00002500","INVO00002950","41.63","26-Oct-2017"
"CUST00002500","INVO00002951","487.6","6-Mar-2012"
"CUST00002479","INVO00002952","38.52","4-Dec-2015"
"CUST00002479","INVO00002953","5.38","6-Dec-2016"
"CUST00002489","INVO00002954","7.37","8-Aug-2011"
"CUST00002493","INVO00002955","67.42","18-Nov-2011"
"CUST00002493","INVO00002956","813.48","14-Nov-2016"
"CUST00002493","INVO00002957","3.33","26-Jan-2012"
"CUST00002499","INVO00002958","557.46","19-Nov-2019"
"CUST00002499","INVO00002959","175.99","21-Aug-2015"
"CUST00002499","INVO00002960","760.53","11-Oct-2010"
"CUST00002483","INVO00002961","33.27","17-Jan-2019"
"CUST00002491","INVO00002962","896.71","20-Sep-2013"
"CUST00002500","INVO00002963","87.47","29-Sep-2017"
"CUST00002482","INVO00002964","29.35","20-Feb-2014"
"CUST00002482","INVO00002965","671.43","1-Mar-2014"
"CUST00002482","INVO00002966","506.38","22-Mar-2018"
"CUST00002487","INVO00002967","39.36","7-Mar-2015"
"CUST00002487","INVO00002968","282.84","28-Nov-2011"
"CUST00002492","INVO00002969","974.54","23-Nov-2019"
"CUST00002493","INVO00002970","7.65","27-Nov-2019"
"CUST00002478","INVO00002971","7.72","5-May-2017"
"CUST00002478","INVO00002972","650.5","29-Mar-2018"
"CUST00002480","INVO00002973","3.76","8-Dec-2019"
"CUST00002480","INVO00002974","5.1","14-Dec-2019"
"CUST00002488","INVO00002975","466.36","12-Mar-2017"
"CUST00002488","INVO00002976","456.24","3-Sep-2017"
"CUST00002488","INVO00002977","95.64","26-Dec-2019"
"CUST00002489","INVO00002978","8.95","14-Jun-2017"
"CUST00002489","INVO00002979","1.78","13-Sep-2014"
"CUST00002489","INVO00002980","12.14","17-Oct-2015"
"CUST00002497","INVO00002981","9.94","6-Dec-2012"
"CUST00002479","INVO00002982","28.14","19-Aug-2011"
"CUST00002479","INVO00002983","67.23","13-Apr-2010"
"CUST00002482","INVO00002984","127.63","19-Jun-2014"
"CUST00002482","INVO00002985","17.65","12-Feb-2016"
"CUST00002483","INVO00002986","61.1","6-Feb-2015"
"CUST00002483","INVO00002987","87.79","8-Feb-2016"
"CUST00002483","INVO00002988","3.7","20-Oct-2011"
"CUST00002492","INVO00002989","76.69","22-Jul-2015"
"CUST00002492","INVO00002990","92.33","10-Sep-2018"
"CUST00002492","INVO00002991","347.06","13-Jun-2017"
"CUST00002493","INVO00002992","9.81","28-Apr-2013"
"CUST00002499","INVO00002993","926.87","23-Apr-2013"
"CUST00002480","INVO00002994","321.59","18-Aug-2013"
"CUST00002485","INVO00002995","825.47","1-Mar-2017"
"CUST00002487","INVO00002996","510.02","26-Oct-2017"
"CUST00002487","INVO00002997","446.12","18-Sep-2015"
"CUST00002490","INVO00002998","1.43","8-Oct-2018"
"CUST00002490","INVO00002999","8.3","13-Feb-2015"
"CUST00002490","INVO00003000","957.35","23-Aug-2011"
"CUST00002499","INVO00003001","54.79","7-Aug-2011"
"CUST00002499","INVO00003002","2.89","7-Sep-2012"
"CUST00002499","INVO00003003","643.13","17-Mar-2017"
"CUST00002480","INVO00003004","8.33","1-Dec-2019"
"CUST00002480","INVO00003005","344.49","3-Jun-2015"
"CUST00002480","INVO00003006","314.08","2-May-2014"
"CUST00002487","INVO00003007","61.71","29-Jan-2014"
"CUST00002487","INVO00003008","3.52","2-Jan-2010"
"CUST00002487","INVO00003009","20.75","28-May-2014"
"CUST00002495","INVO00003010","283.54","23-Apr-2019"
"CUST00002498","INVO00003011","234.17","1-Aug-2010"
"CUST00002478","INVO00003012","17.92","14-Mar-2016"
"CUST00002478","INVO00003013","24.38","12-Dec-2012"
"CUST00002478","INVO00003014","259.91","25-Nov-2016"
"CUST00002486","INVO00003015","7.48","29-Mar-2010"
"CUST00002490","INVO00003016","1.35","8-Jun-2013"
"CUST00002492","INVO00003017","8.81","14-Sep-2014"
"CUST00002496","INVO00003018","29.89","8-Oct-2019"
"CUST00002496","INVO00003019","6.99","4-Jun-2016"
"CUST00002477","INVO00003020","4.57","9-Oct-2018"
"CUST00002477","INVO00003021","91.55","26-Jan-2019"
"CUST00002485","INVO00003022","629.31","14-Sep-2017"
"CUST00002487","INVO00003023","6.12","4-Apr-2018"
"CUST00002487","INVO00003024","158.16","13-Nov-2015"
"CUST00002487","INVO00003025","148.32","10-Aug-2010"
"CUST00002497","INVO00003026","4.06","27-Feb-2018"
"CUST00002479","INVO00003027","8.16","27-May-2016"
"CUST00002481","INVO00003028","6.12","12-Dec-2012"
"CUST00002485","INVO00003029","149.91","2-Nov-2016"
"CUST00002485","INVO00003030","6.34","14-Jul-2018"
"CUST00002485","INVO00003031","818.38","6-Jan-2016"
"CUST00002489","INVO00003032","94.42","27-Jul-2010"
"CUST00002497","INVO00003033","41.19","2-Nov-2017"
"CUST00002497","INVO00003034","852.11","6-Jan-2011"
"CUST00002481","INVO00003035","85.97","13-Dec-2012"
"CUST00002481","INVO00003036","764.9","5-Dec-2019"
"CUST00002481","INVO00003037","819.39","26-Apr-2017"
"CUST00002484","INVO00003038","3.19","11-Apr-2017"
"CUST00002489","INVO00003039","5.17","26-Apr-2014"
"CUST00002489","INVO00003040","53.77","23-Aug-2010"
"CUST00002489","INVO00003041","110.5","24-Sep-2015"
"CUST00002492","INVO00003042","58.03","18-Sep-2014"
"CUST00002495","INVO00003043","7.27","21-Sep-2011"
"CUST00002495","INVO00003044","13.38","20-Aug-2015"
"CUST00002479","INVO00003045","8.07","5-Oct-2014"
"CUST00002479","INVO00003046","12.21","11-Aug-2012"
"CUST00002479","INVO00003047","596.23","7-Mar-2012"
"CUST00002488","INVO00003048","7.57","21-Jun-2019"
"CUST00002491","INVO00003049","5.82","20-Sep-2012"
"CUST00002491","INVO00003050","70.83","5-Oct-2011"
"CUST00002491","INVO00003051","23.73","12-Nov-2011"
"CUST00002493","INVO00003052","65.99","2-Feb-2012"
"CUST00002493","INVO00003053","751.83","4-Aug-2010"
"CUST00002493","INVO00003054","805.26","25-Jun-2016"
"CUST00002497","INVO00003055","7.06","25-May-2011"
"CUST00002497","INVO00003056","63.89","25-Sep-2012"
"CUST00002498","INVO00003057","9.88","2-Apr-2011"
"CUST00002498","INVO00003058","75.91","10-Jun-2017"
"CUST00002498","INVO00003059","7.65","29-Jun-2010"
"CUST00002483","INVO00003060","363.02","16-Nov-2012"
"CUST00002483","INVO00003061","51.24","27-Dec-2018"
"CUST00002488","INVO00003062","60.43","24-Apr-2011"
"CUST00002488","INVO00003063","22.17","9-Mar-2011"
"CUST00002488","INVO00003064","735.49","29-Mar-2010"
"CUST00002493","INVO00003065","25.91","26-Aug-2016"
"CUST00002493","INVO00003066","35.6","29-Jul-2014"
"CUST00002500","INVO00003067","4.45","24-Jan-2012"
"CUST00002500","INVO00003068","11.17","28-Jun-2011"
"CUST00002500","INVO00003069","10.69","25-Apr-2010"
"CUST00002482","INVO00003070","88.93","4-Jun-2016"
"CUST00002489","INVO00003071","797.11","27-Jan-2014"
"CUST00002489","INVO00003072","91.01","16-Jul-2012"
"CUST00002489","INVO00003073","95.23","13-Feb-2017"
"CUST00002495","INVO00003074","2.63","16-Jun-2015"
"CUST00002495","INVO00003075","33.58","20-Sep-2015"
"CUST00002500","INVO00003076","6.58","27-Jan-2016"
"CUST00002485","INVO00003077","1.12","25-Jun-2014"
"CUST00002495","INVO00003078","68.32","29-May-2014"
"CUST00002495","INVO00003079","9.32","28-Oct-2011"
"CUST00002480","INVO00003080","98.64","24-May-2015"
"CUST00002480","INVO00003081","2.26","8-Jan-2017"
"CUST00002486","INVO00003082","94.14","22-Sep-2017"
"CUST00002486","INVO00003083","603.79","29-Apr-2018"
"CUST00002492","INVO00003084","972.17","8-Dec-2018"
"CUST00002492","INVO00003085","2.36","13-Apr-2011"
"CUST00002492","INVO00003086","36.39","26-Jun-2011"
"CUST00002497","INVO00003087","190.9","27-Nov-2019"
"CUST00002497","INVO00003088","379.45","25-Feb-2018"
"CUST00002497","INVO00003089","361.91","28-Jun-2015"
"CUST00002476","INVO00003090","480.8","19-Apr-2010"
"CUST00002480","INVO00003091","6.69","20-Jun-2014"
"CUST00002483","INVO00003092","408.08","8-Mar-2016"
"CUST00002483","INVO00003093","450.49","4-Jun-2017"
"CUST00002493","INVO00003094","4.6","4-Aug-2011"
"CUST00002497","INVO00003095","8.88","7-Mar-2016"
"CUST00002497","INVO00003096","40.72","3-Mar-2015"
"CUST00002480","INVO00003097","66.96","10-Jan-2016"
"CUST00002480","INVO00003098","48.15","13-Mar-2018"
"CUST00002480","INVO00003099","82.95","14-Apr-2013"
"CUST00002481","INVO00003100","2.85","7-Jul-2019"
"CUST00002481","INVO00003101","7.88","29-Oct-2011"
"CUST00002481","INVO00003102","45.76","28-Oct-2018"
"CUST00002489","INVO00003103","3.11","29-Jan-2018"
"CUST00002499","INVO00003104","337.49","0-Jan-2016"
"CUST00002499","INVO00003105","255.19","19-May-2012"
"CUST00002476","INVO00003106","92.65","20-Jan-2014"
"CUST00002476","INVO00003107","836.24","25-Oct-2014"
"CUST00002480","INVO00003108","22.28","10-Sep-2018"
"CUST00002488","INVO00003109","8.49","1-Jan-2019"
"CUST00002488","INVO00003110","907.32","26-Aug-2014"
"CUST00002491","INVO00003111","41.92","24-Jun-2013"
"CUST00002491","INVO00003112","3.5","24-Oct-2017"
"CUST00002491","INVO00003113","417.7","14-Jul-2019"
"CUST00002493","INVO00003114","6.52","28-Sep-2014"
"CUST00002493","INVO00003115","4.27","2-Sep-2019"
"CUST00002493","INVO00003116","938.09","7-Jan-2017"
"CUST00002477","INVO00003117","9.56","23-May-2011"
"CUST00002480","INVO00003118","79.91","7-Jun-2011"
"CUST00002488","INVO00003119","25.23","14-Apr-2010"
"CUST00002488","INVO00003120","4.28","27-Sep-2017"
"CUST00002498","INVO00003121","49.35","17-May-2013"
"CUST00002483","INVO00003122","6.84","6-Feb-2010"
"CUST00002483","INVO00003123","7.35","15-Feb-2012"
"CUST00002485","INVO00003124","3.6","19-Oct-2014"
"CUST00002485","INVO00003125","946.98","16-Nov-2015"
"CUST00002485","INVO00003126","5.65","25-May-2015"
"CUST00002487","INVO00003127","47.01","23-Dec-2015"
"CUST00002487","INVO00003128","5.78","11-Oct-2018"
"CUST00002495","INVO00003129","63.11","13-Dec-2017"
"CUST00002495","INVO00003130","7.58","21-Dec-2015"
"CUST00002499","INVO00003131","78.9","19-Dec-2013"
"CUST00002476","INVO00003132","1.43","20-Jun-2012"
"CUST00002483","INVO00003133","6.92","17-Jan-2010"
"CUST00002493","INVO00003134","10.73","16-Apr-2016"
"CUST00002493","INVO00003135","24.05","18-Aug-2019"
"CUST00002493","INVO00003136","69.92","20-Nov-2010"
"CUST00002496","INVO00003137","4.78","14-May-2014"
"CUST00002496","INVO00003138","204.84","28-Jan-2019"
"CUST00002497","INVO00003139","64.32","25-Apr-2013"
"CUST00002497","INVO00003140","39.29","6-Oct-2011"
"CUST00002497","INVO00003141","77.58","5-Jan-2013"
"CUST00002499","INVO00003142","608.33","17-Nov-2012"
"CUST00002499","INVO00003143","831.74","28-Apr-2012"
"CUST00002483","INVO00003144","739.88","22-Aug-2010"
"CUST00002483","INVO00003145","28.77","18-Aug-2019"
"CUST00002485","INVO00003146","4.19","7-Dec-2017"
"CUST00002492","INVO00003147","5.33","14-Sep-2019"
"CUST00002492","INVO00003148","693.59","27-Jan-2012"
"CUST00002492","INVO00003149","16.29","1-Dec-2013"
"CUST00002493","INVO00003150","8.1","25-Mar-2016"
"CUST00002493","INVO00003151","10.91","16-May-2019"
"CUST00002493","INVO00003152","81.62","29-Dec-2017"
"CUST00002499","INVO00003153","46.74","10-Dec-2012"
"CUST00002499","INVO00003154","4.69","27-Mar-2017"
"CUST00002484","INVO00003155","5.1","1-Aug-2019"
"CUST00002491","INVO00003156","48.14","3-Jan-2017"
"CUST00002498","INVO00003157","61.93","22-Aug-2016"
"CUST00002498","INVO00003158","2.49","0-Jan-2012"
"CUST00002498","INVO00003159","1.14","5-Oct-2012"
"CUST00002483","INVO00003160","776.78","26-Feb-2012"
"CUST00002483","INVO00003161","885.74","25-Jul-2018"
"CUST00002490","INVO00003162","2.01","8-Jul-2012"
"CUST00002490","INVO00003163","22.97","27-Jun-2015"
"CUST00002491","INVO00003164","3.91","21-Jul-2010"
"CUST00002500","INVO00003165","677.75","22-Dec-2012"
"CUST00002485","INVO00003166","167.42","18-May-2017"
"CUST00002493","INVO00003167","250.14","19-May-2010"
"CUST00002493","INVO00003168","25.13","11-Aug-2012"
"CUST00002500","INVO00003169","1.93","12-Sep-2011"
"CUST00002482","INVO00003170","703.48","10-Apr-2011"
"CUST00002482","INVO00003171","2.42","22-Sep-2017"
"CUST00002482","INVO00003172","8.46","3-Dec-2016"
