"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"INVO00004976","10YEARS9578","18.55","886"
"INVO00004986","5YEARS1117","77.08","699"
"INVO00004987","LOYAL3269","3.76","725"
"INVO00004987","CM2118","40.98","517"
"INVO00004997","5YEARS9690","56.73","128"
"INVO00004997","10YEARS0438","6.3","869"
"INVO00004977","LOYAL2103","1.53","257"
"INVO00004977","DIS4223","6.4","638"
"INVO00004978","DIS0548","8.78","528"
"INVO00004978","DIS8078","5.7","789"
"INVO00004978","VAL6348","54.07","911"
"INVO00004987","10YEARS4764","34.45","220"
"INVO00004987","VAL4639","9.46","662"
"INVO00004987","VAL4288","6.28","12"
"INVO00004988","LOYAL4549","6.24","244"
"INVO00004989","10YEARS0248","39.04","929"
"INVO00004989","DIS8608","13.79","780"
"INVO00004989","DIS0662","86.32","951"
"INVO00004992","VAL3825","42.89","671"
"INVO00004993","DIS2913","307.2","921"
"INVO00004993","VAL0392","25.25","566"
"INVO00004977","5YEARS5342","6.48","573"
"INVO00004981","5YEARS2772","4.26","705"
"INVO00004981","10YEARS9866","107.39","783"
"INVO00004986","CM0972","7.33","955"
"INVO00004986","10YEARS4684","220.09","88"
"INVO00004986","LOYAL8010","152.22","689"
"INVO00004994","5YEARS2689","8.56","429"
"INVO00004994","VAL0441","27.09","331"
"INVO00004976","5YEARS3775","248.66","48"
"INVO00004976","LOYAL6470","130.36","501"
"INVO00004976","10YEARS4710","7.88","71"
"INVO00004984","VAL3915","485.86","36"
"INVO00004984","10YEARS3873","50.16","996"
"INVO00004984","VAL4705","39.92","802"
"INVO00004986","5YEARS5218","240.27","28"
"INVO00004988","5YEARS5952","12.72","170"
"INVO00004988","10YEARS8634","289.19","790"
"INVO00004988","5YEARS8699","365.76","69"
"INVO00004996","VAL7271","7.97","671"
"INVO00004996","10YEARS6349","76.86","727"
"INVO00004999","DIS0912","37.85","104"
"INVO00004983","10YEARS8828","62.0","813"
"INVO00004983","CM8199","1.86","883"
"INVO00004983","VAL0378","74.6","148"
"INVO00004985","10YEARS4546","408.83","313"
"INVO00004985","10YEARS8284","7.82","502"
"INVO00004993","DIS0310","61.81","158"
"INVO00004993","LOYAL9301","6.76","252"
"INVO00004993","CM7280","9.13","924"
"INVO00004976","DIS9958","6.81","378"
"INVO00004976","CM0436","1.69","349"
"INVO00004984","CM6071","348.49","531"
"INVO00004992","10YEARS7394","32.27","169"
"INVO00004992","10YEARS8017","21.71","974"
"INVO00004992","5YEARS6699","3.41","740"
"INVO00004995","CM2056","217.08","680"
"INVO00004996","10YEARS2668","72.05","78"
"INVO00004998","DIS0475","7.98","713"
"INVO00004998","10YEARS6720","3.29","89"
"INVO00005000","5YEARS9149","3.72","866"
"INVO00005000","5YEARS6863","39.66","395"
"INVO00004985","10YEARS7323","39.12","340"
"INVO00004990","LOYAL3136","60.53","999"
"INVO00004992","DIS6839","1.73","401"
"INVO00004992","5YEARS5895","8.25","54"
"INVO00004976","VAL4788","7.33","306"
"INVO00004976","LOYAL7673","481.98","767"
"INVO00004979","10YEARS0564","1.43","570"
"INVO00004979","5YEARS6213","66.17","623"
"INVO00004979","CM8780","12.22","81"
"INVO00004987","CM7391","44.95","553"
"INVO00004987","DIS2628","79.29","259"
"INVO00004987","5YEARS1017","70.09","748"
"INVO00004997","LOYAL4544","4.85","306"
"INVO00004997","5YEARS9949","92.78","160"
"INVO00004997","LOYAL8248","70.74","903"
"INVO00005000","10YEARS9565","47.72","841"
"INVO00004978","DIS5864","9.94","317"
"INVO00004985","DIS8489","2.36","584"
"INVO00004986","LOYAL7577","2.78","382"
"INVO00004988","5YEARS9219","8.78","542"
"INVO00004988","CM6080","5.57","27"
"INVO00004988","5YEARS7806","12.0","350"
"INVO00004994","DIS7382","1.44","830"
"INVO00004994","DIS1145","89.67","97"
"INVO00004979","LOYAL8596","1.98","534"
"INVO00004979","VAL0186","8.74","576"
"INVO00004979","DIS3556","3.79","922"
"INVO00004989","LOYAL4017","4.29","912"
"INVO00004989","LOYAL0981","9.51","100"
"INVO00004989","DIS2462","386.2","359"
"INVO00004994","CM7363","79.22","392"
"INVO00004994","10YEARS7293","220.59","264"
"INVO00004994","DIS8864","6.19","105"
"INVO00004995","10YEARS1921","7.15","369"
"INVO00004995","CM0535","8.29","826"
"INVO00004978","LOYAL7330","54.95","450"
"INVO00004984","5YEARS4007","4.02","24"
"INVO00004987","CM1374","4.56","193"
"INVO00004991","DIS9369","6.57","263"
"INVO00004997","LOYAL9244","3.84","72"
"INVO00004980","VAL7008","30.21","840"
"INVO00004980","LOYAL3961","48.42","310"
"INVO00004990","VAL1538","7.78","290"
"INVO00004990","VAL8147","6.52","177"
"INVO00004992","LOYAL9772","9.38","299"
"INVO00004992","5YEARS7464","8.27","875"
"INVO00004995","CM4430","5.01","130"
"INVO00004998","DIS7148","8.81","378"
"INVO00004998","LOYAL4744","1.28","51"
"INVO00004980","LOYAL3064","7.82","512"
"INVO00004983","CM9040","75.77","398"
"INVO00004983","LOYAL0595","58.16","864"
"INVO00004984","DIS3186","9.56","819"
"INVO00004984","CM4447","7.28","706"
"INVO00004984","CM3376","17.19","856"
"INVO00004991","10YEARS6303","15.25","478"
"INVO00004991","CM0024","6.59","566"
"INVO00004976","5YEARS0655","80.54","841"
"INVO00004977","CM3108","6.0","56"
"INVO00004977","DIS6770","5.97","405"
"INVO00004985","5YEARS6833","1.93","312"
"INVO00004985","10YEARS0153","1.56","488"
"INVO00004987","LOYAL6543","18.73","126"
"INVO00004987","5YEARS2295","48.76","424"
"INVO00004987","VAL9374","16.58","310"
"INVO00004988","VAL3403","48.94","167"
"INVO00004988","VAL1307","75.23","490"
"INVO00004997","10YEARS4623","356.75","230"
"INVO00004980","VAL5247","75.86","321"
"INVO00004980","DIS5447","36.58","733"
"INVO00004987","LOYAL2592","3.08","166"
"INVO00004997","VAL5741","7.71","572"
"INVO00004997","5YEARS2396","8.56","685"
"INVO00004997","CM4541","345.33","387"
"INVO00004998","CM2529","9.9","751"
"INVO00004998","LOYAL5819","3.25","519"
"INVO00004998","VAL0418","24.29","453"
"INVO00004978","VAL4838","82.19","481"
"INVO00004988","5YEARS6735","44.91","587"
"INVO00004988","CM1601","66.1","691"
"INVO00004998","VAL4568","39.82","696"
"INVO00004998","VAL9497","25.13","31"
"INVO00004980","LOYAL3999","498.21","243"
"INVO00004982","CM2102","9.99","920"
"INVO00004982","CM3467","3.09","122"
"INVO00004983","CM9641","6.34","235"
"INVO00004983","CM5738","9.36","173"
"INVO00004993","LOYAL4413","49.74","686"
"INVO00004993","VAL3583","362.09","225"
"INVO00004993","DIS2762","2.12","820"
"INVO00004976","DIS4283","81.67","910"
"INVO00004976","VAL4160","403.03","188"
"INVO00004976","DIS1006","6.71","999"
"INVO00004985","VAL1714","2.03","73"
"INVO00004990","VAL8631","7.54","928"
"INVO00005000","DIS0563","39.0","415"
"INVO00005000","10YEARS0766","26.88","217"
"INVO00005000","10YEARS5826","33.5","387"
"INVO00004979","5YEARS5595","326.24","410"
"INVO00004982","10YEARS0195","36.09","319"
"INVO00004992","DIS2498","6.34","757"
"INVO00004992","10YEARS8176","7.55","534"
"INVO00004992","CM2249","4.84","197"
"INVO00004993","10YEARS7887","2.15","969"
"INVO00004993","CM5868","2.69","413"
"INVO00004993","VAL8020","370.45","227"
"INVO00004995","5YEARS1403","289.15","490"
"INVO00004998","DIS4794","6.88","209"
"INVO00004980","10YEARS4909","47.59","532"
"INVO00004980","LOYAL5664","222.97","62"
"INVO00004984","10YEARS6424","4.78","708"
"INVO00004984","CM4789","4.09","557"
"INVO00004984","5YEARS5056","80.33","24"
"INVO00004991","10YEARS1855","17.92","736"
"INVO00004991","CM3605","46.89","417"
"INVO00004991","LOYAL1828","7.04","573"
"INVO00004994","CM6406","4.68","471"
"INVO00004994","CM1600","217.28","292"
"INVO00004978","LOYAL9306","59.06","704"
"INVO00004978","DIS0427","54.32","802"
"INVO00004986","CM2964","36.96","735"
"INVO00004986","CM5729","48.47","550"
"INVO00004986","DIS1959","32.83","637"
"INVO00004991","10YEARS9410","9.79","460"
"INVO00004991","DIS2932","1.31","572"
"INVO00004991","5YEARS8493","478.92","163"
"INVO00004993","DIS0634","89.97","322"
"INVO00004977","LOYAL4767","5.29","919"
"INVO00004977","LOYAL0405","7.81","352"
"INVO00004980","LOYAL4115","320.61","6"
"INVO00004980","10YEARS4609","147.07","662"
"INVO00004980","LOYAL1769","449.75","764"
"INVO00004983","VAL5185","3.01","795"
"INVO00004983","10YEARS5156","433.28","84"
"INVO00004983","DIS3129","22.89","237"
"INVO00004985","LOYAL2509","4.66","216"
"INVO00004985","VAL6651","3.49","272"
"INVO00004992","DIS9156","140.72","240"
"INVO00004992","LOYAL6354","3.63","804"
"INVO00004994","DIS9443","5.89","792"
"INVO00004994","5YEARS1006","34.53","42"
"INVO00004994","LOYAL1692","6.74","482"
"INVO00004996","DIS3500","461.9","752"
"INVO00004996","VAL4768","85.0","40"
"INVO00004996","5YEARS0992","27.35","644"
"INVO00004980","LOYAL3472","75.78","23"
"INVO00004987","DIS3465","10.34","710"
"INVO00004987","VAL7303","137.03","671"
"INVO00004992","DIS4802","16.89","860"
"INVO00004992","5YEARS8172","4.28","525"
"INVO00004993","VAL4645","8.67","106"
"INVO00004993","5YEARS9659","131.23","659"
"INVO00004994","DIS4103","91.35","681"
"INVO00004999","CM4943","9.9","118"
"INVO00004999","CM6557","2.49","393"
"INVO00005000","VAL7752","46.3","981"
"INVO00005000","LOYAL4151","29.51","145"
"INVO00005000","DIS8729","31.88","552"
"INVO00004979","5YEARS2761","5.57","201"
"INVO00004979","DIS9867","48.44","258"
"INVO00004984","DIS3797","52.47","85"
"INVO00004984","10YEARS0680","323.48","173"
"INVO00004991","CM8413","8.42","44"
"INVO00004991","LOYAL5233","35.98","147"
"INVO00004991","VAL1800","98.09","829"
"INVO00004998","DIS6952","4.15","114"
"INVO00005000","VAL8741","74.53","202"
"INVO00004976","VAL0925","59.91","359"
"INVO00004976","5YEARS2818","1.41","997"
"INVO00004978","CM5892","229.66","269"
"INVO00004978","5YEARS3016","97.95","85"
"INVO00004978","VAL2630","78.36","721"
"INVO00004987","VAL5828","34.31","383"
"INVO00004997","LOYAL5718","57.77","874"
"INVO00004997","5YEARS7585","7.16","923"
"INVO00004979","VAL5695","44.15","330"
"INVO00004979","DIS3278","2.8","609"
"INVO00004989","LOYAL7924","1.63","409"
"INVO00004989","10YEARS0280","7.15","928"
"INVO00004993","VAL7105","1.06","765"
"INVO00004993","VAL4895","91.05","17"
"INVO00004993","LOYAL8530","32.34","185"
"INVO00004996","10YEARS7360","8.26","905"
"INVO00004996","VAL6119","70.37","156"
"INVO00004980","5YEARS6864","6.99","924"
"INVO00004988","10YEARS3533","4.0","180"
"INVO00004992","5YEARS1618","8.3","684"
"INVO00004994","LOYAL3990","38.86","342"
"INVO00004994","10YEARS8543","1.47","253"
"INVO00004996","5YEARS9671","146.14","672"
"INVO00004996","5YEARS7168","7.94","185"
"INVO00004996","VAL0225","88.14","501"
"INVO00005000","LOYAL9868","64.35","341"
"INVO00005000","5YEARS2219","207.05","147"
"INVO00004985","LOYAL5855","7.54","36"
"INVO00004985","LOYAL4832","78.78","71"
"INVO00004991","10YEARS6374","63.97","787"
"INVO00004991","CM8193","39.26","605"
"INVO00004991","10YEARS7073","68.21","860"
"INVO00004998","LOYAL3262","4.49","275"
"INVO00004978","5YEARS9948","9.61","207"
"INVO00004978","10YEARS4033","7.99","696"
"INVO00004980","DIS8811","8.49","599"
"INVO00004980","DIS4255","42.97","691"
"INVO00004982","10YEARS3455","190.31","176"
"INVO00004982","10YEARS4811","152.86","36"
"INVO00004982","CM7471","3.9","83"
"INVO00004992","VAL6928","47.57","843"
"INVO00004992","LOYAL4490","8.89","853"
"INVO00004977","CM7413","7.28","311"
"INVO00004977","5YEARS9072","5.66","210"
"INVO00004982","CM4638","4.33","847"
"INVO00004982","LOYAL5799","6.85","748"
"INVO00004982","VAL1857","171.99","357"
"INVO00004992","LOYAL5638","8.02","973"
"INVO00004992","DIS6747","22.53","967"
"INVO00004995","VAL2515","53.31","667"
"INVO00004995","10YEARS7010","70.32","329"
"INVO00004995","VAL0980","85.74","225"
"INVO00004977","5YEARS0259","4.31","584"
"INVO00004980","5YEARS1889","3.13","362"
"INVO00004980","DIS8095","8.78","898"
"INVO00004982","VAL9605","31.74","196"
"INVO00004990","LOYAL6765","76.1","130"
"INVO00004990","LOYAL7042","76.25","810"
"INVO00004997","10YEARS0774","8.21","458"
"INVO00004998","LOYAL7630","1.74","552"
"INVO00004998","10YEARS5503","32.11","769"
"INVO00004998","DIS1877","5.89","607"
"INVO00004981","DIS9963","9.08","260"
"INVO00004981","5YEARS9125","2.14","274"
"INVO00004983","DIS2555","86.34","303"
"INVO00004983","VAL7914","350.38","886"
"INVO00004983","LOYAL2686","91.4","252"
"INVO00004984","DIS7613","65.07","362"
"INVO00004985","LOYAL9712","4.79","962"
"INVO00004985","VAL9208","2.42","883"
"INVO00004985","5YEARS3439","76.93","250"
"INVO00004988","10YEARS1533","22.22","737"
"INVO00004988","CM7277","28.43","215"
"INVO00004996","VAL3396","20.99","777"
"INVO00004977","LOYAL2054","1.67","638"
"INVO00004977","VAL1981","6.5","689"
"INVO00004977","DIS6244","381.79","683"
"INVO00004985","CM5798","232.64","485"
"INVO00004985","DIS5242","4.23","536"
"INVO00004985","5YEARS4318","6.68","973"
"INVO00004990","10YEARS0536","85.04","156"
"INVO00004990","LOYAL9118","2.28","190"
"INVO00004997","10YEARS6012","354.35","382"
"INVO00004981","LOYAL3069","392.82","464"
"INVO00004981","10YEARS1935","5.74","831"
"INVO00004981","10YEARS1769","5.9","972"
"INVO00004983","5YEARS3372","6.89","708"
"INVO00004986","10YEARS0545","9.55","721"
"INVO00004986","CM5795","5.69","683"
"INVO00004986","DIS8160","7.94","39"
"INVO00004988","VAL0671","18.09","776"
"INVO00004988","LOYAL0029","2.97","664"
"INVO00004988","CM4913","3.43","983"
"INVO00004992","VAL8500","2.21","102"
"INVO00005000","5YEARS8653","2.66","463"
"INVO00004983","DIS2110","365.66","745"
"INVO00004983","CM7480","45.26","782"
"INVO00004984","CM4524","376.29","13"
"INVO00004984","CM9882","13.86","275"
"INVO00004993","10YEARS6880","1.01","783"
"INVO00004993","VAL9427","9.09","593"
"INVO00004978","VAL1624","8.88","293"
"INVO00004978","VAL6420","466.11","814"
"INVO00004978","LOYAL9461","24.39","569"
"INVO00004981","CM5826","49.04","132"
"INVO00004981","CM3511","96.27","507"
"INVO00004989","CM5451","4.09","517"
"INVO00004989","CM7115","2.29","282"
"INVO00004989","DIS9378","481.02","561"
"INVO00004991","CM2218","1.56","89"
"INVO00004991","5YEARS4784","6.12","702"
"INVO00004991","10YEARS9491","242.57","10"
"INVO00004996","5YEARS2363","87.91","139"
"INVO00004999","5YEARS6535","4.58","133"
"INVO00004999","DIS6430","40.89","1000"
"INVO00004977","DIS5195","4.33","653"
"INVO00004977","DIS0598","278.55","467"
"INVO00004985","10YEARS7485","99.69","424"
"INVO00004985","10YEARS1261","2.93","21"
"INVO00004985","DIS6271","3.99","141"
"INVO00004986","VAL9332","95.31","397"
"INVO00004986","5YEARS7047","2.53","211"
"INVO00004996","5YEARS3255","29.9","30"
"INVO00004996","10YEARS9759","8.96","45"
"INVO00004996","10YEARS2764","81.79","641"
"INVO00004976","VAL7181","32.88","317"
"INVO00004976","10YEARS0047","1.88","82"
"INVO00004976","LOYAL6073","5.16","738"
"INVO00004984","DIS1365","65.08","140"
"INVO00004984","LOYAL8001","377.85","330"
"INVO00004987","10YEARS7142","133.4","202"
"INVO00004987","10YEARS6630","267.71","967"
"INVO00004990","DIS3869","8.8","325"
"INVO00004991","5YEARS7979","307.92","661"
"INVO00004976","10YEARS5109","6.44","990"
"INVO00004978","DIS1397","2.56","955"
"INVO00004984","VAL7173","1.76","250"
"INVO00004984","CM1690","6.85","971"
"INVO00004988","LOYAL3518","355.68","665"
"INVO00004990","10YEARS1759","9.99","212"
"INVO00004990","10YEARS8364","2.65","498"
"INVO00004995","VAL2439","93.23","242"
"INVO00004995","VAL8463","255.0","708"
"INVO00004997","LOYAL0130","32.12","972"
"INVO00004997","10YEARS7626","71.35","273"
"INVO00004997","10YEARS6495","31.15","444"
"INVO00005000","CM4858","8.58","56"
"INVO00005000","VAL2115","1.27","322"
"INVO00005000","VAL6630","420.74","817"
"INVO00004984","VAL4029","5.25","719"
"INVO00004984","CM5718","28.67","78"
"INVO00004988","5YEARS2866","31.16","859"
"INVO00004988","10YEARS2149","64.07","361"
"INVO00004988","DIS5463","1.42","699"
"INVO00004997","VAL2396","6.29","322"
"INVO00004999","10YEARS3705","61.59","632"
"INVO00004981","DIS5046","46.13","778"
"INVO00004981","10YEARS9197","1.75","951"
"INVO00004990","DIS2695","51.06","723"
"INVO00004990","10YEARS6885","27.18","664"
"INVO00004995","DIS3106","9.15","889"
"INVO00004979","5YEARS7352","15.43","366"
"INVO00004985","VAL6134","35.38","560"
"INVO00004990","10YEARS3207","492.45","396"
"INVO00004999","VAL6376","4.16","140"
"INVO00004978","CM2606","50.36","762"
"INVO00004982","CM6178","68.86","112"
"INVO00004982","CM5198","61.43","832"
"INVO00004982","10YEARS6074","1.83","772"
"INVO00004984","LOYAL2827","7.89","523"
"INVO00004984","CM2256","6.81","22"
"INVO00004984","VAL1199","4.97","985"
"INVO00004992","LOYAL5082","31.88","18"
"INVO00004992","LOYAL1599","56.5","460"
"INVO00004992","VAL6739","176.98","319"
"INVO00004998","CM6434","40.33","493"
"INVO00004977","10YEARS6869","7.26","915"
"INVO00004987","VAL2336","14.34","794"
"INVO00004990","CM9514","85.66","756"
"INVO00004990","VAL8829","3.42","56"
"INVO00004992","CM6531","79.67","406"
"INVO00004992","VAL3521","98.21","346"
"INVO00004998","10YEARS9101","74.06","642"
"INVO00004998","VAL0768","97.36","574"
"INVO00004979","VAL6463","82.72","390"
"INVO00004981","LOYAL1939","76.57","632"
"INVO00004981","5YEARS7808","5.91","323"
"INVO00004981","10YEARS7579","492.86","278"
"INVO00004989","5YEARS2922","3.25","16"
"INVO00004989","LOYAL6909","46.52","73"
"INVO00004989","10YEARS2539","74.68","643"
"INVO00004993","CM7888","60.86","603"
"INVO00004977","LOYAL1391","274.95","248"
"INVO00004977","LOYAL3374","4.51","445"
"INVO00004977","5YEARS4654","20.57","478"
"INVO00004982","LOYAL8179","59.99","854"
"INVO00004982","CM1806","38.58","293"
"INVO00004982","VAL3870","54.81","897"
"INVO00004986","CM7531","5.75","921"
"INVO00004986","VAL6077","15.29","574"
"INVO00004989","10YEARS9246","3.18","207"
"INVO00004989","10YEARS7814","2.98","356"
"INVO00004989","DIS2057","1.1","672"
"INVO00004998","CM7661","2.72","571"
"INVO00004980","5YEARS7180","7.78","558"
"INVO00004980","5YEARS6467","9.87","206"
"INVO00004980","CM2448","84.73","589"
"INVO00004988","VAL8987","3.7","967"
"INVO00004988","CM0412","172.08","111"
"INVO00004992","VAL2564","9.45","956"
"INVO00004992","VAL8864","285.03","423"
"INVO00004997","LOYAL0782","5.17","804"
"INVO00004997","CM7357","56.74","88"
"INVO00004997","5YEARS9263","6.21","104"
"INVO00004978","LOYAL6957","70.76","816"
"INVO00004987","DIS4153","3.88","560"
"INVO00004990","CM0133","8.54","119"
"INVO00004990","5YEARS5819","3.35","764"
"INVO00004998","LOYAL1129","5.87","181"
"INVO00004998","LOYAL8722","26.72","645"
"INVO00004998","DIS1587","5.31","519"
"INVO00004981","10YEARS4452","65.11","491"
"INVO00004981","CM9223","7.96","310"
"INVO00004990","DIS1100","11.36","519"
"INVO00005000","DIS5421","31.51","376"
"INVO00005000","5YEARS9288","8.93","951"
"INVO00005000","LOYAL1195","6.67","706"
"INVO00004981","VAL2359","343.39","559"
"INVO00004981","CM4372","27.33","331"
"INVO00004981","CM2681","63.84","700"
"INVO00004986","CM6987","42.12","508"
"INVO00004986","LOYAL0407","3.22","206"
"INVO00004987","DIS5144","8.61","601"
"INVO00004987","CM7857","7.23","396"
"INVO00004992","VAL6253","26.72","763"
"INVO00004992","DIS0330","1.57","811"
"INVO00004992","LOYAL9824","2.29","731"
"INVO00004996","10YEARS3970","18.33","865"
"INVO00004998","10YEARS9160","18.72","724"
"INVO00004998","LOYAL3800","90.37","347"
"INVO00004979","DIS7341","34.81","763"
"INVO00004979","CM4962","7.11","874"
"INVO00004979","10YEARS9905","391.96","732"
"INVO00004982","LOYAL1502","3.66","298"
"INVO00004989","5YEARS9448","82.17","438"
"INVO00004989","DIS3480","301.06","536"
"INVO00004989","CM8912","289.7","213"
"INVO00004998","VAL5752","24.16","664"
"INVO00004998","CM3913","59.24","803"
"INVO00004979","DIS2490","68.27","253"
"INVO00004979","CM0367","6.34","37"
"INVO00004979","DIS8848","201.26","342"
"INVO00004984","10YEARS3041","7.13","504"
"INVO00004994","LOYAL3013","64.63","219"
"INVO00004994","CM9478","98.1","277"
"INVO00004994","DIS0102","60.3","44"
"INVO00004997","VAL2709","8.54","418"
"INVO00004997","10YEARS9835","3.67","362"
"INVO00004977","LOYAL1856","60.67","934"
"INVO00004977","VAL2659","3.61","2"
"INVO00004984","5YEARS7803","4.15","123"
"INVO00004984","CM9226","7.25","73"
"INVO00004984","LOYAL6864","9.09","815"
"INVO00004989","CM0394","28.45","542"
"INVO00004994","VAL2747","11.04","67"
"INVO00004994","CM7114","3.94","991"
"INVO00004994","10YEARS4647","1.47","435"
"INVO00005000","5YEARS2167","52.63","266"
"INVO00005000","LOYAL4397","97.61","399"
"INVO00004978","LOYAL7531","349.34","926"
"INVO00004978","VAL5085","19.03","549"
"INVO00004978","10YEARS3258","19.87","434"
"INVO00004980","DIS2931","8.62","264"
"INVO00004984","CM1569","5.96","1000"
"INVO00004984","LOYAL1353","212.48","123"
"INVO00004991","5YEARS5643","2.02","555"
"INVO00004991","VAL3341","6.67","362"
"INVO00004976","CM6123","81.44","331"
"INVO00004978","DIS4707","44.74","973"
"INVO00004978","10YEARS7290","46.74","107"
"INVO00004984","CM7818","65.1","617"
"INVO00004985","VAL8736","17.2","13"
"INVO00004985","LOYAL7095","5.36","890"
"INVO00004995","5YEARS8774","385.32","561"
"INVO00004995","5YEARS9554","213.36","244"
"INVO00004995","DIS9535","3.39","322"
"INVO00004997","10YEARS4146","1.25","312"
"INVO00005000","LOYAL3985","9.03","321"
"INVO00004982","LOYAL1788","9.71","870"
"INVO00004982","DIS1763","9.0","687"
"INVO00004987","10YEARS5913","19.96","811"
"INVO00004987","5YEARS4074","50.5","887"
"INVO00004987","DIS7070","354.61","827"
"INVO00004993","LOYAL0470","2.15","844"
"INVO00004997","LOYAL4313","3.74","266"
"INVO00004997","DIS5019","2.76","89"
"INVO00004997","DIS1969","53.0","579"
"INVO00004978","LOYAL0064","2.43","704"
"INVO00004987","5YEARS1648","9.95","607"
"INVO00004987","VAL6518","68.16","453"
"INVO00004987","DIS1988","3.99","419"
"INVO00004992","LOYAL5253","9.9","970"
"INVO00004977","CM3821","96.97","747"
"INVO00004977","VAL4869","7.61","482"
"INVO00004977","CM9806","15.79","373"
"INVO00004983","LOYAL2355","178.16","489"
"INVO00004983","10YEARS3686","5.38","674"
"INVO00004983","10YEARS2759","123.85","768"
"INVO00004991","5YEARS7137","9.44","917"
"INVO00004991","VAL0678","83.1","477"
"INVO00004976","10YEARS1174","4.2","345"
"INVO00004976","5YEARS9309","2.24","896"
"INVO00004976","DIS0441","7.26","664"
"INVO00004985","10YEARS3722","70.81","377"
"INVO00004989","5YEARS4619","2.75","241"
"INVO00004989","CM4232","25.47","926"
"INVO00004989","CM9092","361.39","881"
"INVO00004992","5YEARS5584","2.41","665"
"INVO00004998","LOYAL2831","30.6","357"
"INVO00004999","CM4235","88.29","440"
"INVO00004999","DIS6316","70.36","963"
"INVO00004999","10YEARS1114","3.39","702"
"INVO00004984","10YEARS3429","86.71","577"
"INVO00004984","DIS7678","5.63","476"
"INVO00004990","5YEARS6262","8.32","772"
"INVO00004993","LOYAL1289","87.17","319"
"INVO00004996","5YEARS8431","10.48","536"
"INVO00004979","10YEARS4010","6.51","974"
"INVO00004979","10YEARS3656","46.29","964"
"INVO00004989","DIS6017","222.41","460"
"INVO00004989","VAL0880","34.01","566"
"INVO00004989","LOYAL1189","2.16","570"
"INVO00004999","VAL1282","53.78","21"
"INVO00004999","10YEARS7239","395.32","581"
"INVO00004999","5YEARS6473","5.94","469"
"INVO00004983","LOYAL9777","8.34","315"
"INVO00004983","5YEARS6883","67.98","269"
"INVO00004983","VAL9140","2.59","588"
"INVO00004989","10YEARS3118","49.45","109"
"INVO00004989","5YEARS8623","85.94","239"
"INVO00004992","VAL4439","4.26","599"
"INVO00004993","10YEARS1289","238.64","347"
"INVO00004993","LOYAL0610","27.95","12"
"INVO00004997","10YEARS5805","95.32","332"
"INVO00004997","LOYAL3991","4.1","474"
"INVO00004978","10YEARS3577","9.05","397"
"INVO00004985","CM5032","3.72","744"
"INVO00004985","5YEARS5638","9.05","379"
"INVO00004985","10YEARS0665","13.59","860"
"INVO00004993","DIS7670","8.85","110"
"INVO00004993","DIS2319","9.62","357"
"INVO00004978","DIS5436","63.88","417"
"INVO00004978","5YEARS0476","177.04","643"
"INVO00004979","LOYAL1123","46.21","374"
"INVO00004979","5YEARS2468","5.92","732"
"INVO00004980","CM7876","7.34","486"
"INVO00004980","DIS8386","97.28","148"
"INVO00004980","VAL9863","10.65","881"
"INVO00004989","10YEARS1970","119.19","593"
"INVO00004995","CM9250","46.05","240"
"INVO00004995","10YEARS9669","24.98","328"
"INVO00004979","5YEARS9018","177.29","274"
"INVO00004986","LOYAL7584","46.8","182"
"INVO00004986","CM9421","4.57","278"
"INVO00004986","DIS1595","29.56","481"
"INVO00004992","VAL3254","31.92","986"
"INVO00004993","10YEARS0470","4.88","568"
"INVO00004976","5YEARS7648","35.69","179"
"INVO00004976","DIS7979","9.29","852"
"INVO00004982","10YEARS4596","81.94","994"
"INVO00004982","VAL6701","3.34","823"
"INVO00004982","LOYAL3450","53.73","477"
"INVO00004987","10YEARS6800","57.36","392"
"INVO00004988","VAL5340","67.16","744"
"INVO00004988","VAL9975","22.06","190"
"INVO00004992","DIS8713","22.75","797"
"INVO00004996","CM6994","6.95","378"
"INVO00004996","10YEARS3067","143.27","600"
"INVO00004996","5YEARS8722","436.36","255"
"INVO00004997","DIS6749","5.31","228"
"INVO00004997","5YEARS9551","1.69","639"
"INVO00004976","5YEARS3851","82.55","884"
"INVO00004976","CM4507","1.35","320"
"INVO00004976","CM2278","6.12","267"
"INVO00004985","CM7864","206.43","268"
"INVO00004988","10YEARS3665","4.25","94"
"INVO00004988","LOYAL9099","3.7","895"
"INVO00004988","CM3929","117.27","719"
"INVO00004990","5YEARS0443","7.01","628"
"INVO00004990","VAL8657","481.57","313"
"INVO00004990","5YEARS8742","6.97","995"
"INVO00004994","10YEARS0960","79.6","38"
"INVO00004977","LOYAL0418","9.42","399"
"INVO00004977","10YEARS9339","1.01","396"
"INVO00004977","LOYAL7082","5.78","50"
"INVO00004983","VAL2507","30.62","128"
"INVO00004983","VAL2155","2.25","818"
"INVO00004986","DIS1882","266.67","863"
"INVO00004989","10YEARS0556","3.13","406"
"INVO00004989","VAL1344","5.51","509"
"INVO00004989","DIS3070","2.98","340"
"INVO00004994","5YEARS1125","416.84","207"
"INVO00004994","VAL8023","3.93","883"
"INVO00004994","LOYAL6145","181.12","578"
"INVO00004976","5YEARS6121","1.87","615"
"INVO00004976","DIS5823","80.98","367"
"INVO00004976","CM6173","498.8","63"
"INVO00004983","5YEARS7882","26.58","886"
"INVO00004983","DIS0730","16.8","686"
"INVO00004990","10YEARS6118","8.24","6"
